id,author,chapter,class_name,creation_time_stamp,edit_time_stamp,folder,question_text,subject
11434,ncert12maths,Differential Equations,12,20-08-2021 7.58,20-08-2021 7.58,NCERT Exemplar,"<p>Family&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow><mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<msup><mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow><mrow><mn>3</mn>&nbsp;</mrow></msup></math>of curves is represented by the differential equation of degree</p>",
11435,ncert12maths,Differential Equations,12,20-08-2021 7.58,20-08-2021 7.58,NCERT Exemplar,"<p>If&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<msup><mi>e</mi>&nbsp;<mrow><mo>−</mo>&nbsp;<mi>x</mi>&nbsp;</mrow></msup><mo stretchy=""false"">(</mo>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">A</mi>&nbsp;</mrow><mi>cos</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<mrow><mi mathvariant=""normal"">B</mi>&nbsp;<mi mathvariant=""normal"">s</mi>&nbsp;<mi mathvariant=""normal"">i</mi>&nbsp;<mi mathvariant=""normal"">n</mi>&nbsp;</mrow><mi>x</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>, then&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;</math>&nbsp;is a solution of</p>",
11436,ncert12maths,Differential Equations,12,20-08-2021 7.58,20-08-2021 7.58,NCERT Exemplar,"<p>The degree of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mrow><msup><mi>d</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></mrow></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<msup><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msup><mo>=</mo>&nbsp;<mi>x</mi>&nbsp;<mi>sin</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow></math>is:</p>",
11437,ncert12maths,Differential Equations,12,20-08-2021 7.58,20-08-2021 7.58,NCERT Exemplar,"<p>Solution of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>−</mo>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mn>1</mn>&nbsp;<mo>,</mo>&nbsp;<mi>y</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>0</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mn>1</mn>&nbsp;</math>&nbsp;is given by<br>&nbsp;</p>",
11438,ncert12maths,Differential Equations,12,20-08-2021 7.58,20-08-2021 7.58,NCERT Exemplar,"<p>The order and degree of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><msup><mi>d</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></mrow></mfrac><mo>+</mo>&nbsp;<msup><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mrow><mfrac><mn>1</mn>&nbsp;<mn>4</mn>&nbsp;</mfrac></mrow></msup><mo>+</mo>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mfrac><mn>1</mn>&nbsp;<mn>5</mn>&nbsp;</mfrac></mrow></msup><mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>, respectively, are</p>",
11439,ncert12maths,Differential Equations,12,20-08-2021 7.58,20-08-2021 7.58,NCERT Exemplar,"<p>Integrating factor of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>x</mi>&nbsp;<mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>−</mo>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>4</mn>&nbsp;</mrow></msup><mo>−</mo>&nbsp;<mn>3</mn>&nbsp;<mi>x</mi>&nbsp;</math>&nbsp;is :</p>",
11440,ncert12maths,Differential Equations,12,20-08-2021 7.58,20-08-2021 7.58,NCERT Exemplar,"<p>The differential equation for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mi>A</mi>&nbsp;<mi>cos</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>α</mi>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<mi>B</mi>&nbsp;<mi>sin</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>α</mi>&nbsp;<mi>x</mi>&nbsp;</math>, where&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi>&nbsp;</math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>B</mi>&nbsp;</math>&nbsp;are arbitrary constants is</p>",
11441,ncert12maths,Differential Equations,12,20-08-2021 8.09,20-08-2021 8.09,NCERT Exemplar,"<p>The number of solutions of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>=</mo>&nbsp;<mfrac><mrow><mi>y</mi>&nbsp;<mo>+</mo>&nbsp;<mn>1</mn>&nbsp;</mrow><mrow><mi>x</mi>&nbsp;<mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></mfrac></math>when&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>1</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mn>2</mn>&nbsp;</math>&nbsp;is:</p>",
11442,ncert12maths,Differential Equations,12,20-08-2021 8.09,20-08-2021 8.09,NCERT Exemplar,"<p>The degree of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><msup><mi>d</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></mrow></mfrac><mo>+</mo>&nbsp;<msup><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mrow><mn>3</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mn>6</mn>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mn>5</mn>&nbsp;</mrow></msup><mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>is:</p>",
11443,ncert12maths,Differential Equations,12,20-08-2021 8.09,20-08-2021 8.09,NCERT Exemplar,"<p>The general solution of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi>e</mi>&nbsp;<mrow><mi>x</mi>&nbsp;</mrow></msup><mi>cos</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>y</mi>&nbsp;<mi>d</mi>&nbsp;<mi>x</mi>&nbsp;<mo>−</mo>&nbsp;<msup><mi>e</mi>&nbsp;<mrow><mi>x</mi>&nbsp;</mrow></msup><mi>sin</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>y</mi>&nbsp;<mi>d</mi>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>&nbsp;is :</p>",
11444,ncert12maths,Differential Equations,12,20-08-2021 8.09,20-08-2021 8.09,NCERT Exemplar,<p>Which of the following is a second order differential equation?</p>,
11445,ncert12maths,Differential Equations,12,20-08-2021 8.09,20-08-2021 8.09,NCERT Exemplar,"<p>Integrating factor of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mn>1</mn>&nbsp;<mo>−</mo>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>−</mo>&nbsp;<mi>x</mi>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mn>1</mn>&nbsp;</math>&nbsp;is</p>",
11446,ncert12maths,Differential Equations,12,20-08-2021 8.09,20-08-2021 8.09,NCERT Exemplar,"<p>The solution of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>+</mo>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<msup><mi>e</mi>&nbsp;<mrow><mo>−</mo>&nbsp;<mi>x</mi>&nbsp;</mrow></msup><mo>,</mo>&nbsp;<mi>y</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>0</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>&nbsp;is :</p>",
11447,ncert12maths,Differential Equations,12,20-08-2021 8.09,20-08-2021 8.09,NCERT Exemplar,"<p>The differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;<mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>+</mo>&nbsp;<mi>x</mi>&nbsp;<mo>=</mo>&nbsp;<mi>c</mi>&nbsp;</math>&nbsp;represents :</p>",
11448,ncert12maths,Differential Equations,12,20-08-2021 8.09,20-08-2021 8.09,NCERT Exemplar,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi>tan</mi>&nbsp;<mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup><mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<msup><mi>tan</mi>&nbsp;<mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup><mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mi>c</mi>&nbsp;</math>is the general solution of the differential equation:</p><p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mn>1</mn>&nbsp;<mo>+</mo>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mn>1</mn>&nbsp;<mo>+</mo>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn></math></p>",
11449,ncert12maths,Differential Equations,12,20-08-2021 8.29,20-08-2021 8.29,NCERT Exemplar,"<p>The integrating factor of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>+</mo>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mfrac><mrow><mn>1</mn>&nbsp;<mo>+</mo>&nbsp;<mi>y</mi>&nbsp;</mrow><mi>x</mi>&nbsp;</mfrac></math>&nbsp;is:</p>",
11450,ncert12maths,Differential Equations,12,20-08-2021 8.29,20-08-2021 8.29,NCERT Exemplar,"<p>Integrating factor of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>+</mo>&nbsp;<mi>y</mi>&nbsp;<mi>tan</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>x</mi>&nbsp;<mo>−</mo>&nbsp;<mi>sec</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>x</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>&nbsp;is:</p>",
11451,ncert12maths,Differential Equations,12,20-08-2021 8.29,20-08-2021 8.29,NCERT Exemplar,"<p>The solution of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>=</mo>&nbsp;<mfrac><mrow><mn>1</mn>&nbsp;<mo>+</mo>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></mrow><mrow><mn>1</mn>&nbsp;<mo>+</mo>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></mrow></mfrac></math>&nbsp;is:</p>",
11452,ncert12maths,Differential Equations,12,20-08-2021 8.29,20-08-2021 8.29,NCERT Exemplar,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mi>a</mi>&nbsp;<msup><mi>e</mi>&nbsp;<mrow><mi>m</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mi>b</mi>&nbsp;<msup><mi>e</mi>&nbsp;<mrow><mo>−</mo>&nbsp;<mi>m</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></msup></math>satisfies which of the following differential equation?</p>",
11453,ncert12maths,Differential Equations,12,20-08-2021 8.29,20-08-2021 8.29,NCERT Exemplar,"<p>The solution of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>+</mo>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<msup><mi>e</mi>&nbsp;<mrow><mi>x</mi>&nbsp;</mrow></msup></math>is:</p>",
11454,ncert12maths,Differential Equations,12,20-08-2021 8.29,20-08-2021 8.29,NCERT Exemplar,"<p>The solution of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>cos</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>x</mi>&nbsp;<mi>sin</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>y</mi>&nbsp;<mi>d</mi>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<mi>sin</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>x</mi>&nbsp;<mi>cos</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>y</mi>&nbsp;<mi>d</mi>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>&nbsp;is:</p>",
11455,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,<p>The curve for which the slope of the tangent at any point is equal to the ratio of the abcissa to the ordinate of the point is:</p>,
11456,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>The general solution of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>=</mo>&nbsp;<msup><mi>e</mi>&nbsp;<mrow><mfrac><msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mn>2</mn>&nbsp;</mfrac></mrow></msup><mo>+</mo>&nbsp;<mi>x</mi>&nbsp;<mi>y</mi>&nbsp;</math>is :</p>",
11457,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>Which of the following is the general solution of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><msup><mi>d</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></mrow></mfrac><mo>−</mo>&nbsp;<mn>2</mn>&nbsp;<mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>+</mo>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;<mo>?</mo></math></p>",
11458,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>The order and degree of the differential equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">[</mo>&nbsp;<mn>1</mn>&nbsp;<mo>+</mo>&nbsp;<msup><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msup><mo data-mjx-texclass=""CLOSE"">]</mo>&nbsp;</mrow><mo>=</mo>&nbsp;<mfrac><mrow><msup><mi>d</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></mrow></mfrac></math>&nbsp;are :</p>",
11459,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>The differential equation of the family of curves&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>−</mo>&nbsp;<mn>2</mn>&nbsp;<mi>a</mi>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>, where&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>a</mi>&nbsp;</math>&nbsp;is arbitrary constant, is:</p>",
11460,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>The differential equation for which&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mi>a</mi>&nbsp;<mi>cos</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<mi>b</mi>&nbsp;<mi>sin</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mi>x</mi>&nbsp;</math>&nbsp;is a solution, is :</p>",
11461,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>The general solution of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>=</mo>&nbsp;<mn>2</mn>&nbsp;<mi>x</mi>&nbsp;<msup><mi>e</mi>&nbsp;<mrow><msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>−</mo>&nbsp;<mi>y</mi>&nbsp;</mrow></msup></math>&nbsp;is :</p>",
11462,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>The solution of the equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mn>2</mn>&nbsp;<mi>y</mi>&nbsp;<mo>−</mo>&nbsp;<mn>1</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mi>d</mi>&nbsp;<mi>x</mi>&nbsp;<mo>−</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>2</mn>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<mn>3</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mi>d</mi>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>&nbsp;is :</p>",
11463,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>The differential equation of the family of curves&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi>y</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>=</mo>&nbsp;<mn>4</mn>&nbsp;<mi>a</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<mi>a</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>is :</p>",
11464,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>Family&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow><mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<msup><mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow><mrow><mn>3</mn>&nbsp;</mrow></msup></math>of curves will correspond to a differential equation of order</p>",
11465,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>The order and degree of the differential equation<br><math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mrow><msup><mi>d</mi>&nbsp;<mrow><mn>3</mn>&nbsp;</mrow></msup><mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>3</mn>&nbsp;</mrow></msup></mrow></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msup><mo>−</mo>&nbsp;<mn>3</mn>&nbsp;<mfrac><mrow><msup><mi>d</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></mrow></mfrac><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;<msup><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mrow><mn>4</mn>&nbsp;</mrow></msup><mo>=</mo>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mn>4</mn>&nbsp;</mrow></msup></math>&nbsp;are</p>",
11466,ncert12maths,Differential Equations,12,20-08-2021 13.29,20-08-2021 13.29,NCERT Exemplar,"<p>The solution of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>d</mi>&nbsp;<mi>y</mi>&nbsp;</mrow><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow></mfrac><mo>+</mo>&nbsp;<mi>y</mi>&nbsp;<mo>=</mo>&nbsp;<msup><mi>e</mi>&nbsp;<mrow><mo>−</mo>&nbsp;<mi>x</mi>&nbsp;</mrow></msup><mo>,</mo>&nbsp;<mi>y</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>0</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>&nbsp;is :</p>",
